hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,bookingID
"Courtyard by Marriott Aberdeen Airport Aberdeen, United Kingdom",0,36,2017,July,27,2,1,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,108.8,0,1,Check-Out,2017-07-06,3058
"The St. Regis Osaka Osaka, Japan",1,393,2019,April,16,22,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2018-04-17,3059
"San Diego Sorrento Valley Courtyard San Diego, CA",0,41,2018,August,35,24,0,3,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,177.3,0,1,Check-Out,2018-08-27,3060
"Renaissance Hamburg Hotel Hamburg, Germany",1,56,2018,June,24,8,0,1,2,0.0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,191.0,,0,Transient-Party,120.0,0,0,Canceled,2018-06-02,3061
"Courtyard by Marriott Paris Gare de Lyon Paris, France",0,35,2018,July,29,14,1,3,3,0.0,0,BB,MOZ,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient,204.0,0,1,Check-Out,2018-07-18,3062
"Protea Hotel by Marriott Cape Town Sea Point Cape Town, South Africa",1,405,2018,August,34,18,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2017-10-21,3063
"Indianapolis Airport Courtyard Indianapolis, IN",1,23,2017,November,45,5,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Canceled,2017-11-05,3064
"Cape Town Marriott Hotel Crystal Towers Cape Town, South Africa",0,18,2019,August,34,26,1,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,134.5,0,1,Check-Out,2019-08-28,3065
"Hotel Maria Cristina, San Sebastian San Sebastian, Spain",0,46,2018,November,48,21,1,5,2,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,72.0,0,0,Check-Out,2018-11-27,3066
"The St. Regis Osaka Osaka, Japan",0,18,2017,October,42,12,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,146.0,,0,Transient-Party,37.0,0,0,Check-Out,2017-10-13,3067
"W London – Leicester Square London, United Kingdom",0,0,2018,June,25,16,2,3,2,0.0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,267.0,,0,Transient,116.45,0,0,Check-Out,2018-06-21,3068
"W London – Leicester Square London, United Kingdom",0,4,2019,July,30,26,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Group,65.0,0,0,Check-Out,2019-07-28,3069
"Colony Club, Barbados Barbados",0,117,2018,February,10,29,1,2,2,0.0,0,BB,IRN,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,134.0,,0,Transient-Party,86.33,0,0,Check-Out,2018-03-03,3070
"The Ritz-Carlton, Berlin Berlin, Germany",0,0,2018,August,34,20,0,1,1,0.0,0,BB,MAR,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,109.65,0,0,Check-Out,2018-08-21,3071
"The Ritz-Carlton, Berlin Berlin, Germany",0,3,2018,January,3,16,2,2,2,0.0,0,BB,AGO,Online TA,TA/TO,1,11,10,A,A,0,No Deposit,9.0,,0,Transient,80.1,0,1,Check-Out,2018-01-20,3072
"Baton Rouge Acadian Centre/LSU Area Courtyard Baton Rouge, LA",1,31,2019,July,29,21,1,2,1,0.0,0,BB,AGO,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,170.0,0,0,Canceled,2019-06-22,3073
"Orlando International Drive/Convention Center Courtyard Orlando, FL",1,262,2017,November,46,9,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,62.8,0,0,Canceled,2017-09-04,3074
"The Westin Peachtree Plaza, Atlanta Atlanta, GA ",1,77,2018,April,15,8,2,6,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.75,0,0,Canceled,2018-01-22,3075
"Cape Town Marriott Hotel Crystal Towers Cape Town, South Africa",0,86,2019,May,19,9,0,3,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,171.0,0,1,Check-Out,2019-05-12,3076
"Sacramento Airport Natomas Courtyard Sacramento, CA",0,10,2017,August,34,18,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,81.0,0,2,Check-Out,2017-08-21,3077
"Heidelberg Marriott Hotel Heidelberg, Germany",1,88,2019,January,5,29,2,0,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,0,No-Show,2019-01-29,3078
"W New York – Union Square New York, NY",1,251,2018,March,13,22,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,93,Transient,90.0,0,0,Canceled,2017-10-16,3079
"Newark Liberty International Airport Courtyard Newark, NJ",0,6,2018,January,3,12,0,2,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,69.5,0,2,Check-Out,2018-01-14,3080
"Irvine John Wayne Airport/Orange County Courtyard Irvine, CA",1,134,2019,April,16,17,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.5,0,1,Canceled,2018-12-16,3081
"Protea Hotel by Marriott O.R. Tambo Airport Johannesburg, South Africa",1,138,2018,February,10,29,3,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,40.5,0,1,Canceled,2017-12-31,3082
"Turtle Beach, Barbados Barbados",0,0,2019,May,19,9,0,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,9.0,,0,Transient,190.0,0,0,Check-Out,2019-05-10,3083
"Treasure Beach, Barbados Barbados",0,195,2019,July,29,17,1,4,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,241.6,0,2,Check-Out,2019-07-22,3084
"African Pride Melrose Arch, Autograph Collection Johannesburg, South Africa",1,73,2019,April,14,3,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,105.0,0,0,Canceled,2019-01-20,3085
"Baltimore BWI Airport Courtyard Linthicum, MD",0,7,2017,September,40,28,1,1,2,0.0,0,BB,DEU,Groups,TA/TO,0,0,0,A,B,0,No Deposit,1.0,,0,Transient-Party,170.0,0,0,Check-Out,2017-09-30,3086
"Fort Worth University Drive Courtyard Fort Worth, TX",0,52,2017,July,31,30,0,3,2,2.0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,196.0,,0,Transient,280.74,1,0,Check-Out,2017-07-30,3087
"The House, Barbados Barbados",0,243,2018,October,41,6,2,3,2,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,D,F,1,No Deposit,91.0,,0,Transient-Party,55.1,0,0,Check-Out,2018-10-11,3088
"Treasure Beach, Barbados Barbados",0,92,2017,October,41,7,0,4,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,3.0,,58,Transient-Party,65.0,0,0,Check-Out,2017-10-11,3089
"Hotel Maria Cristina, San Sebastian San Sebastian, Spain",1,12,2019,January,3,19,0,3,1,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,92.0,0,2,Canceled,2019-01-12,3090
"Protea Hotel by Marriott Cape Town Sea Point Cape Town, South Africa",1,204,2018,October,41,7,0,2,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,141.3,0,0,Canceled,2018-03-19,3091
"San Diego Sorrento Valley Courtyard San Diego, CA",0,15,2018,February,8,19,0,1,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,67.0,0,Transient-Party,80.0,0,0,Check-Out,2018-02-20,3092
"Fort Worth University Drive Courtyard Fort Worth, TX",0,257,2017,July,27,1,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,101.5,0,0,Check-Out,2017-07-03,3093
"Berlin Marriott Hotel Berlin, Germany",1,135,2018,October,43,21,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,68.0,0,0,Canceled,2018-07-13,3094
"Sheraton Grand Rio Hotel & Resort Rio de Janeiro, Brazil",1,124,2019,May,19,8,1,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,0,Canceled,2019-02-15,3095
"Courtyard by Marriott Aberdeen Airport Aberdeen, United Kingdom",1,14,2018,July,28,3,2,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,187.0,0,0,Canceled,2018-06-19,3096
"African Pride Melrose Arch, Autograph Collection Johannesburg, South Africa",1,160,2019,June,25,23,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,127.8,0,0,Canceled,2019-06-13,3097
"Courtyard by Marriott Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,151,2018,October,41,8,2,2,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,108.0,0,0,Check-Out,2018-10-12,3098
"Protea Hotel by Marriott Cape Town Sea Point Cape Town, South Africa",0,25,2019,July,30,28,2,4,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,I,1,No Deposit,429.0,,0,Transient,0.0,0,0,Check-Out,2019-08-03,3099
"Sheraton Mexico City Maria Isabel Hotel Mexico City, Mexico",0,8,2017,October,41,7,2,4,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,281.0,,0,Contract,45.0,0,0,Check-Out,2017-10-13,3100
"Sheraton Mexico City Maria Isabel Hotel Mexico City, Mexico",1,116,2018,February,10,28,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,134.0,,0,Transient-Party,61.0,0,0,No-Show,2018-02-28,3101
"Protea Hotel by Marriott O.R. Tambo Airport Johannesburg, South Africa",0,26,2018,March,14,29,0,3,1,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,128.33,0,1,Check-Out,2018-04-01,3102
"Renaissance Hamburg Hotel Hamburg, Germany",0,37,2017,November,46,8,2,5,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,2017-11-15,3103
"Orlando Airport Courtyard Orlando, FL",0,143,2019,April,14,6,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient-Party,119.0,0,1,Check-Out,2019-04-09,3104
"Grosvenor House, A JW Marriott Hotel London, United Kingdom",0,0,2019,May,19,8,1,0,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,130.0,0,0,Check-Out,2019-05-09,3105
"Turtle Beach, Barbados Barbados",0,54,2018,March,14,28,1,4,1,0.0,0,SC,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,54.46,0,0,Check-Out,2018-04-02,3106
"Mt. Laurel Courtyard Mt. Laurel, NJ",1,47,2019,August,35,27,2,3,1,2.0,0,HB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242.0,,0,Transient,289.8,0,1,Canceled,2019-07-28,3107
"African Pride Melrose Arch, Autograph Collection Johannesburg, South Africa",1,109,2018,July,31,27,0,1,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.5,0,1,Canceled,2018-07-22,3108
"Protea Hotel Fire & Ice! by Marriott Cape Town Cape Town, South Africa",0,0,2019,April,15,13,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,105.0,0,0,Check-Out,2019-04-14,3109
"Residence Inn Las Vegas Convention Center Las Vegas, NV ",0,11,2017,August,32,7,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient-Party,75.0,0,1,Check-Out,2017-08-08,3110
"The House, Barbados Barbados",1,91,2018,April,15,4,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,80.0,0,0,Canceled,2018-02-04,3111
"Colony Club, Barbados Barbados",0,0,2018,June,25,14,0,1,2,0.0,0,BB,HRV,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,111.0,0,1,Check-Out,2018-06-15,3112
"Irvine John Wayne Airport/Orange County Courtyard Irvine, CA",1,5,2019,March,10,6,1,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,0.0,0,0,Canceled,2019-03-02,3113
"Courtyard by Marriott Toulouse Airport Toulouse, France",0,96,2019,May,20,14,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,138.0,0,0,Check-Out,2019-05-17,3114
"Courtyard by Marriott Aberdeen Airport Aberdeen, United Kingdom",1,251,2018,March,13,22,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,93,Transient,125.0,0,0,Canceled,2017-10-16,3115
"Renaissance Hamburg Hotel Hamburg, Germany",0,10,2017,September,36,5,2,4,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Contract,110.17,0,2,Check-Out,2017-09-11,3116
"Courtyard by Marriott Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,52,2018,March,14,31,1,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,99.88,0,1,Check-Out,2018-04-04,3117
"Renaissance New York Times Square Hotel New York, NY",0,7,2018,December,53,30,1,2,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,120.0,0,0,Check-Out,2019-01-02,3118
"The St. Regis Osaka Osaka, Japan",0,27,2019,April,15,14,2,3,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,94.0,0,1,Check-Out,2019-04-19,3119
"Hotel Maria Cristina, San Sebastian San Sebastian, Spain",0,2,2018,April,16,11,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,3,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2018-04-13,3120
"W New York – Union Square New York, NY",0,409,2019,May,22,31,0,3,2,0.0,0,BB,AUS,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,2,Check-Out,2019-06-03,3121
"Fort Worth University Drive Courtyard Fort Worth, TX",1,20,2018,September,39,18,2,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,118.0,,0,Transient,90.0,0,0,No-Show,2018-09-18,3122
"The Westin Peachtree Plaza, Atlanta Atlanta, GA ",0,94,2019,March,10,8,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,71.1,0,1,Check-Out,2019-03-11,3123
"Berlin Marriott Hotel Berlin, Germany",0,13,2018,January,4,21,2,8,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,75.6,0,1,Check-Out,2018-01-31,3124
"Irvine John Wayne Airport/Orange County Courtyard Irvine, CA",1,78,2018,March,13,25,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,154.0,,0,Transient,100.0,0,0,Canceled,2018-01-18,3125
"Protea Hotel by Marriott Midrand Midrand, South Africa",1,36,2018,June,24,9,0,2,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,133.2,0,0,Canceled,2018-06-04,3126
"Treasure Beach, Barbados Barbados",1,0,2018,June,26,25,0,1,3,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,179.0,0,0,No-Show,2018-06-25,3127
"Cape Town Marriott Hotel Crystal Towers Cape Town, South Africa",1,15,2019,February,6,11,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,1,Canceled,2019-01-28,3128
"Tamarind, Barbados Barbados",0,190,2019,August,31,2,2,8,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Transient,161.4,0,0,Check-Out,2019-08-12,3129
"St. Louis Downtown West Courtyard St. Louis, MO",0,200,2019,May,21,21,2,5,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,69.0,,0,Transient,49.7,0,1,Check-Out,2019-05-28,3130
"Indianapolis Airport Courtyard Indianapolis, IN",0,270,2019,February,8,21,0,2,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,71.1,0,2,Check-Out,2019-02-23,3131
"The House, Barbados Barbados",0,38,2019,June,25,21,0,4,2,0.0,0,BB,HUN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,170.0,0,2,Check-Out,2019-06-25,3132
"Heidelberg Marriott Hotel Heidelberg, Germany",0,196,2018,September,37,4,2,3,2,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,96.05,0,1,Check-Out,2018-09-09,3133
"Hotel Maria Cristina, San Sebastian San Sebastian, Spain",0,100,2019,April,17,29,2,1,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,385.0,,0,Transient-Party,83.0,0,1,Check-Out,2019-05-02,3134
"Spokane Downtown at the Convention Center Courtyard Spokane, WA",0,66,2017,August,35,28,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Transient,97.5,0,0,Check-Out,2017-09-04,3135
"Turtle Beach, Barbados Barbados",1,393,2018,March,12,19,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,70.53,0,0,Canceled,2018-03-14,3136
"Newark Liberty International Airport Courtyard Newark, NJ",1,8,2017,December,53,29,0,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,142.67,0,0,Canceled,2017-12-25,3137
"Turtle Beach, Barbados Barbados",1,6,2018,May,21,16,1,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,101.7,0,0,Canceled,2018-05-10,3138
"Hotel Alfonso XIII, a Luxury Collection Hotel, Seville Seville, Spain",0,179,2018,October,44,28,2,3,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,2,Check-Out,2018-11-02,3139
"Orlando Airport Courtyard Orlando, FL",1,213,2018,June,24,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,62,Transient,130.0,0,0,Canceled,2018-01-08,3140
"W New York – Union Square New York, NY",1,59,2019,January,3,21,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,102.6,0,0,Canceled,2018-11-24,3141
"Frankfurt Marriott Hotel Frankfurt, Germany",0,61,2018,May,22,28,1,1,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,8.0,,0,Transient,140.4,0,2,Check-Out,2018-05-30,3142
"Protea Hotel Fire & Ice! by Marriott Cape Town Cape Town, South Africa",1,49,2017,August,35,25,0,3,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,219.33,0,2,Canceled,2017-07-17,3143
"Courtyard by Marriott Aberdeen Airport Aberdeen, United Kingdom",0,1,2018,June,23,4,0,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,139.0,0,1,Check-Out,2018-06-05,3144
"Leipzig Marriott Hotel Leipzig, Germany",0,74,2018,March,13,22,2,6,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,62.38,0,1,Check-Out,2018-03-30,3145
"Berlin Marriott Hotel Berlin, Germany",0,0,2018,July,29,11,1,0,1,0.0,0,BB,SWE,Direct,Direct,0,0,0,E,E,3,No Deposit,,,0,Transient,161.0,1,0,Check-Out,2018-07-12,3146
"Baltimore BWI Airport Courtyard Linthicum, MD",0,135,2019,August,35,30,2,4,3,0.0,0,BB,JPN,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7.0,,0,Transient,209.0,0,0,Check-Out,2019-09-05,3147
"Courtyard by Marriott Paris Gare de Lyon Paris, France",0,0,2018,March,10,2,0,2,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,F,F,3,No Deposit,,,0,Transient,65.0,0,0,Check-Out,2018-03-04,3148
"Des Moines West/Clive Courtyard Clive, IA",0,114,2018,October,42,13,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,C,A,1,No Deposit,234.0,,0,Transient-Party,130.0,0,0,Check-Out,2018-10-15,3149
"Turtle Beach, Barbados Barbados",1,130,2019,June,23,8,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,149.33,0,0,Canceled,2019-05-05,3150
"Orlando International Drive/Convention Center Courtyard Orlando, FL",0,364,2018,October,42,12,1,4,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,72.0,0,0,Check-Out,2018-10-17,3151
"Chicago O'Hare Courtyard Des Plaines, IL",0,34,2018,December,50,5,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient-Party,70.71,1,1,Check-Out,2018-12-12,3152
"W New York – Times Square New York, NY",1,103,2018,December,50,7,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.6,0,2,Canceled,2018-09-08,3153
"Residence Inn Las Vegas Convention Center Las Vegas, NV ",0,213,2018,May,21,16,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298.0,,0,Transient-Party,85.0,0,0,Check-Out,2018-05-18,3154
"Irvine John Wayne Airport/Orange County Courtyard Irvine, CA",1,241,2018,September,36,2,2,2,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,101.79,0,1,Canceled,2018-05-31,3155
"Baltimore BWI Airport Courtyard Linthicum, MD",1,150,2018,January,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,,91,Transient,101.0,0,0,Canceled,2017-11-04,3156
"The Ritz-Carlton, Tokyo Tokyo, Japan",0,40,2018,March,13,23,1,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,,0,Transient,60.21,0,1,Check-Out,2018-03-28,3157
"Baltimore BWI Airport Courtyard Linthicum, MD",1,228,2018,August,35,27,2,4,2,0.0,0,SC,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.75,0,0,Canceled,2018-01-18,3158
"Sheraton Diana Majestic, Milan Milan, Italy",0,112,2019,April,17,29,2,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,2,No Deposit,240.0,,0,Transient,72.67,0,2,Check-Out,2019-05-02,3159
"Residence Inn Las Vegas Convention Center Las Vegas, NV ",0,263,2019,June,25,23,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,105.0,0,2,Check-Out,2019-06-27,3160
"The Ritz-Carlton, Berlin Berlin, Germany",0,158,2019,May,18,2,0,4,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient,89.1,0,0,Check-Out,2019-05-06,3161
"Tamarind, Barbados Barbados",0,0,2017,September,38,15,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,133.0,0,0,Check-Out,2017-09-16,3162
"Chicago O'Hare Courtyard Des Plaines, IL",0,22,2018,July,28,6,0,3,2,0.0,0,BB,CHL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,171.0,1,1,Check-Out,2018-07-09,3163
"Orlando Airport Courtyard Orlando, FL",1,168,2018,June,23,1,2,8,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,72.0,0,1,Canceled,2018-05-18,3164
"Colony Club, Barbados Barbados",0,153,2019,August,32,6,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,121.5,0,0,Check-Out,2019-08-13,3165
"Protea Hotel Fire & Ice! by Marriott Cape Town Cape Town, South Africa",1,96,2018,September,40,26,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.9,0,0,Canceled,2018-08-06,3166
"Indianapolis Airport Courtyard Indianapolis, IN",1,132,2019,May,22,28,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,28.0,,0,Transient,99.0,0,0,No-Show,2019-05-28,3167
"Berlin Marriott Hotel Berlin, Germany",0,0,2018,January,4,22,0,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,45.0,0,0,Check-Out,2018-01-23,3168
"Des Moines West/Clive Courtyard Clive, IA",1,271,2018,June,24,11,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,64.8,0,2,Canceled,2017-11-17,3169
